date,firm,Ticker,Research_Development,Income_Before_Tax,Net_Income,Selling_General_Administrative,Gross_Profit,Ebit,Operating_Income,Interest_Expense,Income_Tax_Expense,Total_Revenue,Total_Operating_Expenses,Cost_Of_Revenue,Total_Other_Income_Expense_Net,Net_Income_From_Continuing_Ops,Net_Income_Applicable_To_Common_Shares
2021-03-31,"Idexx Laboratories",IDXX,37579000,240090000,204257000,185581000,470782000,247622000,247622000,-7584000,35801000,777707000,530085000,306925000,-7532000,204289000,204257000
2020-12-31,"Idexx Laboratories",IDXX,38777000,177436000,174790000,185630000,409502000,185095000,185095000,-7828000,2478000,720938000,535843000,311436000,-7659000,174958000,174790000
2020-09-30,"Idexx Laboratories",IDXX,37517000,163954000,146219000,213233000,422606000,171856000,171856000,-8110000,17633000,721789000,549933000,299183000,-7902000,146321000,146219000
2021-05-31,"IHS Markit",INFO,0,216500000,159000000,283300000,755600000,316600000,316600000,-55400000,57600000,1181400000,864800000,425800000,-100100000,158900000,159000000
2021-02-28,"IHS Markit",INFO,0,179000000,149300000,302200000,704700000,247500000,247500000,-55500000,30300000,1119900000,872400000,415200000,-68500000,148700000,149300000
2020-11-30,"IHS Markit",INFO,0,115300000,151100000,296200000,706900000,260400000,260400000,-57700000,-35600000,1107200000,846800000,400300000,-145100000,150900000,151100000
2020-08-31,"IHS Markit",INFO,0,203600000,162900000,258700000,687600000,282000000,282000000,-57700000,39900000,1073200000,791200000,385600000,-78400000,163700000,162900000
2021-03-31,"Illinois Tool Works",ITW,0,865000000,671000000,560000000,1505000000,911000000,911000000,-52000000,194000000,3544000000,2633000000,2039000000,-46000000,671000000,671000000
2020-12-31,"Illinois Tool Works",ITW,0,824000000,642000000,553000000,1475000000,887000000,887000000,-52000000,182000000,3475000000,2588000000,2000000000,-63000000,642000000,642000000
2020-09-30,"Illinois Tool Works",ITW,0,739000000,582000000,557000000,1397000000,792000000,792000000,-52000000,157000000,3307000000,2515000000,1910000000,-53000000,582000000,582000000
2020-06-30,"Illinois Tool Works",ITW,0,406000000,319000000,483000000,970000000,452000000,452000000,-51000000,87000000,2564000000,2112000000,1594000000,-46000000,319000000,319000000
2021-04-04,Illumina,ILMN,197000000,169000000,147000000,374000000,770000000,193000000,193000000,-19000000,22000000,1093000000,900000000,323000000,-24000000,147000000,147000000
2021-01-03,Illumina,ILMN,126000000,299000000,257000000,373000000,637000000,131000000,131000000,-16000000,42000000,953000000,822000000,316000000,168000000,257000000,257000000
2020-09-27,Illumina,ILMN,172000000,215000000,179000000,217000000,533000000,137000000,137000000,-11000000,36000000,794000000,657000000,261000000,78000000,179000000,179000000
2020-06-28,Illumina,ILMN,155000000,165000000,47000000,177000000,435000000,96000000,96000000,-11000000,118000000,633000000,537000000,198000000,69000000,47000000,47000000
2021-06-30,Incyte,INCY,0,171633000,149456000,168859000,314327000,145468000,145468000,-358000,22177000,705709000,560241000,391382000,26165000,149456000,149456000
2021-03-31,Incyte,INCY,0,69322000,53535000,154144000,258118000,103974000,103974000,-359000,15787000,604718000,500744000,346600000,-34652000,53535000,53535000
2020-12-31,Incyte,INCY,0,168102000,149850000,167228000,334812000,167584000,167584000,-428000,18252000,789509000,621925000,454697000,518000,149850000,149850000
2020-09-30,Incyte,INCY,0,-3508000,-15203000,121025000,133223000,12198000,12198000,-544000,11695000,620643000,608445000,487420000,-15706000,-15203000,-15203000
2021-06-30,"Ingersoll Rand",IR,0,150800000,233900000,266300000,512700000,166500000,166500000,-22700000,12500000,1279100000,1112600000,766400000,-15700000,138300000,233900000
2021-03-31,"Ingersoll Rand",IR,0,100700000,-90400000,251500000,452100000,114700000,114700000,-23100000,10600000,1129500000,1014800000,677400000,-14000000,90100000,-90400000
2020-12-31,"Ingersoll Rand",IR,0,108900000,151600000,245200000,526900000,167000000,167000000,-24400000,-42200000,1510700000,1343700000,983800000,-58100000,151100000,151600000
2020-09-30,"Ingersoll Rand",IR,0,48100000,29500000,244200000,482000000,123000000,123000000,-28800000,18200000,1335200000,1212200000,853200000,-74900000,29900000,29500000
2021-06-30,"Intercontinental Exchange",ICE,0,1932000000,1252000000,647000000,1707000000,809000000,809000000,-106000000,679000000,1707000000,898000000,0,1123000000,1253000000,1252000000
2021-03-31,"Intercontinental Exchange",ICE,0,833000000,646000000,632000000,1797000000,910000000,910000000,-107000000,183000000,1797000000,887000000,0,-77000000,650000000,646000000
2020-12-31,"Intercontinental Exchange",ICE,0,674000000,526000000,625000000,1671000000,800000000,800000000,-112000000,146000000,1671000000,871000000,0,-126000000,528000000,526000000
2020-09-30,"Intercontinental Exchange",ICE,0,583000000,390000000,528000000,1411000000,703000000,703000000,-89000000,189000000,1411000000,708000000,0,-120000000,394000000,390000000
2021-06-30,"International Flavors & Fragrances",IFF,164000000,44000000,28000000,385000000,1105000000,356000000,356000000,-77000000,14000000,3089000000,2733000000,1984000000,-312000000,30000000,29000000
2021-03-31,"International Flavors & Fragrances",IFF,143000000,-54000000,-42000000,309000000,936000000,332000000,332000000,-65000000,-14000000,2465000000,2133000000,1529000000,-386000000,-40000000,-43000000
2020-12-31,"International Flavors & Fragrances",IFF,100038000,79298000,67589000,214333000,513819000,149063000,149063000,-32756000,12734000,1270073000,1121010000,756254000,-69765000,66564000,63928000
2020-09-30,"International Flavors & Fragrances",IFF,89968000,105500000,84828000,188130000,524530000,198694000,198694000,-34844000,19269000,1268076000,1069382000,743546000,-93194000,86231000,85592000
2021-06-30,"International Paper",IP,0,536000000,432000000,828000000,1703000000,524000000,524000000,-117000000,102000000,5616000000,5092000000,3913000000,12000000,434000000,432000000
2021-03-31,"International Paper",IP,0,448000000,349000000,714000000,1516000000,449000000,449000000,-124000000,99000000,5363000000,4914000000,3847000000,-1000000,349000000,349000000
2020-12-31,"International Paper",IP,0,187000000,153000000,802000000,1580000000,404000000,404000000,-133000000,34000000,5239000000,4835000000,3659000000,-217000000,153000000,153000000
2020-09-30,"International Paper",IP,0,254000000,204000000,726000000,1582000000,492000000,492000000,-148000000,50000000,5123000000,4631000000,3541000000,-238000000,204000000,204000000
2021-06-30,"Interpublic Group",IPG,0,354500000,263300000,29400000,485000000,385500000,385500000,-42600000,86700000,2269600000,1884100000,1784600000,-31000000,267800000,263300000
2021-03-31,"Interpublic Group",IPG,0,116200000,91700000,28200000,343100000,245700000,245700000,-49600000,23800000,2027700000,1782000000,1684600000,-129500000,92400000,91700000
2020-12-31,"Interpublic Group",IPG,0,175100000,112300000,335700000,887700000,478300000,478300000,-46800000,58100000,2284400000,1806100000,1396700000,-303200000,117000000,112300000
2020-09-30,"Interpublic Group",IPG,0,192200000,279700000,9900000,377600000,296700000,296700000,-50800000,-86300000,1954600000,1657900000,1577000000,-104500000,278500000,279700000
2021-04-30,Intuit,INTU,464000000,1921000000,1464000000,1146000000,3592000000,1914000000,1914000000,-7000000,457000000,4173000000,2259000000,581000000,7000000,1464000000,1464000000
2021-01-31,Intuit,INTU,368000000,22000000,20000000,804000000,1223000000,1000000,1000000,-7000000,2000000,1576000000,1575000000,353000000,21000000,20000000,20000000
2020-10-31,Intuit,INTU,325000000,210000000,198000000,531000000,1074000000,209000000,209000000,-8000000,12000000,1323000000,1114000000,249000000,1000000,198000000,198000000
2020-07-31,Intuit,INTU,393000000,486000000,445000000,617000000,1499000000,483000000,483000000,-7000000,41000000,1816000000,1333000000,317000000,3000000,445000000,445000000
2021-03-31,"Intuitive Surgical",ISRG,159800000,448800000,426300000,326000000,902600000,416800000,416800000,0,13600000,1292100000,875300000,389500000,32000000,435200000,426300000
2020-12-31,"Intuitive Surgical",ISRG,149800000,436500000,365200000,331400000,895800000,414600000,414600000,0,72900000,1329100000,914500000,433300000,21900000,363600000,365200000
2020-09-30,"Intuitive Surgical",ISRG,155000000,355200000,313900000,298900000,724300000,270400000,270400000,0,38400000,1077700000,807300000,353400000,84800000,316800000,313900000
2020-06-30,"Intuitive Surgical",ISRG,143200000,107200000,68000000,279100000,502900000,80600000,80600000,0,37000000,852100000,771500000,349200000,26600000,70200000,68000000
2021-06-30,Invesco,IVZ,0,649300000,427500000,127800000,563200000,419400000,419400000,-63000000,154200000,1721400000,1302000000,1158200000,229900000,495100000,368300000
2021-03-31,Invesco,IVZ,0,478100000,327000000,112400000,520600000,392300000,392300000,-64700000,106500000,1659700000,1267400000,1139100000,85800000,371600000,267800000
2020-12-31,Invesco,IVZ,0,399700000,270300000,116500000,507300000,390800000,390800000,-67700000,68900000,1630100000,1239300000,1122800000,8900000,330800000,211100000
2020-09-30,Invesco,IVZ,0,386600000,250900000,105300000,447300000,342000000,342000000,-75600000,91900000,1497600000,1155600000,1050300000,44600000,294700000,191700000
2020-12-31,"IPG Photonics",IPGP,31766000,65596000,49339000,44686000,146879000,70427000,70427000,0,15920000,336630000,266203000,189751000,-4831000,49676000,49339000
2020-09-30,"IPG Photonics",IPGP,31710000,42522000,35604000,46370000,152792000,74712000,74712000,0,6992000,318441000,243729000,165649000,-32190000,35530000,35604000
2020-06-30,"IPG Photonics",IPGP,31584000,49514000,38226000,43725000,136449000,61140000,61140000,0,11148000,296411000,235271000,159962000,-11626000,38366000,38226000
2020-03-31,"IPG Photonics",IPGP,31838000,48060000,36403000,45807000,102876000,25231000,25231000,0,11294000,249242000,224011000,146366000,22829000,36766000,36403000
2021-06-30,IQVIA,IQV,0,223000000,175000000,482000000,1115000000,290000000,290000000,-94000000,48000000,3438000000,3148000000,2323000000,-67000000,175000000,175000000
2021-03-31,IQVIA,IQV,0,261000000,212000000,442000000,1116000000,351000000,351000000,-99000000,44000000,3409000000,3058000000,2293000000,-90000000,217000000,212000000
2020-12-31,IQVIA,IQV,0,193000000,119000000,464000000,1126000000,318000000,318000000,-102000000,63000000,3298000000,2980000000,2172000000,-125000000,130000000,119000000
2020-09-30,IQVIA,IQV,0,105000000,101000000,460000000,986000000,207000000,207000000,-100000000,-3000000,2786000000,2579000000,1800000000,-102000000,108000000,101000000
2021-03-31,"Iron Mountain",IRM,0,61271000,45603000,258723000,630131000,205766000,205766000,-106993000,14640000,1082040000,876274000,451909000,-144495000,46631000,45603000
2020-12-31,"Iron Mountain",IRM,0,243060000,247410000,236440000,610430000,205607000,205607000,-106948000,-3695000,1059653000,854046000,449223000,37453000,246755000,247410000
2020-09-30,"Iron Mountain",IRM,0,52496000,38394000,232095000,602142000,212795000,212795000,-106779000,13934000,1036647000,823852000,434505000,-160299000,38562000,38394000
2020-06-30,"Iron Mountain",IRM,0,2570000,-7086000,240310000,583194000,179034000,179034000,-106023000,9683000,982239000,803205000,399045000,-176464000,-7113000,-7086000
2021-06-30,"J. B. Hunt",JBHT,0,229487000,172162000,83013000,478139000,241546000,241546000,-12059000,57325000,2908370000,2666824000,2430231000,-12059000,172162000,172162000
2021-03-31,"J. B. Hunt",JBHT,0,195628000,146606000,82921000,441932000,207652000,207652000,-12024000,49022000,2618149000,2410497000,2176217000,-12024000,146606000,146606000
2020-12-31,"J. B. Hunt",JBHT,0,197347000,154007000,92439000,440276000,199492000,199492000,-10831000,43340000,2737652000,2538160000,2297376000,-2145000,154007000,154007000
2020-09-30,"J. B. Hunt",JBHT,0,163608000,125496000,77306000,398897000,175503000,175503000,-11895000,38112000,2472523000,2297020000,2073626000,-11895000,125496000,125496000
2021-06-30,"Jack Henry & Associates",JKHY,28814000,95683000,76862000,50259000,175369000,96296000,96296000,-619000,18821000,450287000,353991000,274918000,-613000,76862000,76862000
2021-03-31,"Jack Henry & Associates",JKHY,27395000,90937000,71409000,47408000,166006000,91203000,91203000,-290000,19528000,433776000,342573000,267770000,-266000,71409000,71409000
2020-12-31,"Jack Henry & Associates",JKHY,26780000,93567000,71982000,44167000,164579000,93632000,93632000,-117000,21585000,422361000,328729000,257782000,-65000,71982000,71982000
2020-09-30,"Jack Henry & Associates",JKHY,26057000,117539000,91216000,45226000,188871000,117588000,117588000,-117000,26323000,451800000,334212000,262929000,-49000,91216000,91216000
2021-07-02,"Jacobs Engineering Group",J,0,283394000,165794000,564711000,816935000,252224000,252224000,-20011000,109186000,3576436000,3324212000,2759501000,31170000,174208000,108487000
2021-04-02,"Jacobs Engineering Group",J,0,-112281000,11045000,520750000,767013000,246263000,246263000,-15464000,-20772000,3547873000,3301610000,2780860000,-358544000,-91509000,11045000
2021-01-01,"Jacobs Engineering Group",J,0,354111000,257048000,386419000,632060000,245641000,245641000,-17313000,87023000,3381836000,3136195000,2749776000,108470000,267088000,257048000
2020-10-02,"Jacobs Engineering Group",J,0,60156000,81990000,343176000,667249000,324073000,324073000,-14043000,-19721000,3519689000,3195616000,2852440000,-263917000,79877000,82001000
2021-07-31,"JM Smucker",SJM,0,205200000,153900000,329300000,644000000,260500000,260500000,-43100000,51300000,1858000000,1597500000,1214000000,-55300000,153900000,153900000
2021-04-30,"JM Smucker",SJM,0,193300000,147000000,416700000,739100000,261200000,261200000,-42400000,46300000,1920200000,1659000000,1181100000,-67900000,147000000,147000000
2021-01-31,"JM Smucker",SJM,0,361500000,261500000,374400000,809400000,378000000,378000000,-43500000,100000000,2076700000,1698700000,1267300000,-16500000,261500000,261500000
2020-10-31,"JM Smucker",SJM,0,303500000,230800000,388000000,818200000,375600000,375600000,-45100000,72700000,2034000000,1658400000,1215800000,-72100000,230800000,230800000
2021-06-30,"Johnson Controls",JCI,0,769000000,574000000,1152000000,2197000000,1045000000,1045000000,-55000000,108000000,6341000000,5296000000,4144000000,-276000000,661000000,574000000
2021-03-31,"Johnson Controls",JCI,0,606000000,343000000,1274000000,1943000000,669000000,669000000,-53000000,209000000,5594000000,4925000000,3651000000,-63000000,397000000,343000000
2020-12-31,"Johnson Controls",JCI,0,433000000,451000000,1298000000,1728000000,430000000,430000000,-59000000,61000000,5341000000,4911000000,3613000000,3000000,372000000,451000000
2020-09-30,"Johnson Controls",JCI,274000000,521000000,441000000,819000000,1975000000,882000000,882000000,-58000000,31000000,5954000000,5072000000,3979000000,-361000000,490000000,441000000
2021-06-30,"Juniper Networks",JNPR,245800000,74800000,62000000,328800000,681900000,107300000,107300000,-12600000,12800000,1172300000,1065000000,490400000,-32500000,62000000,62000000
2021-03-31,"Juniper Networks",JNPR,254700000,-37800000,-31100000,313800000,615600000,47100000,47100000,-13700000,-6700000,1074400000,1027300000,458800000,-84900000,-31100000,-31100000
2020-12-31,"Juniper Networks",JNPR,242500000,39200000,30800000,298700000,717000000,175800000,175800000,-18500000,8400000,1222600000,1046800000,505600000,-136600000,30800000,30800000
2020-09-30,"Juniper Networks",JNPR,242400000,111600000,145400000,289100000,657800000,126300000,126300000,-19100000,-33800000,1138200000,1011900000,480400000,-14700000,145400000,145400000
2021-06-30,"Kansas City Southern",KSU,0,-459600000,-378500000,0,380300000,289100000,289100000,-39100000,-81600000,749500000,460400000,369200000,-748700000,-378000000,-378600000
2021-03-31,"Kansas City Southern",KSU,0,211900000,153000000,0,368800000,272300000,272300000,-39000000,58500000,706000000,433700000,337200000,-60400000,153400000,153000000
2020-12-31,"Kansas City Southern",KSU,0,235900000,165700000,0,384300000,276900000,276900000,-39100000,69600000,693400000,416500000,309100000,-41000000,166300000,165700000
2020-09-30,"Kansas City Southern",KSU,0,238700000,189800000,0,363200000,274000000,274000000,-39500000,48500000,659600000,385600000,296400000,-35300000,190200000,189700000
2021-04-03,Kellogg's,K,0,480000000,368000000,607000000,1167000000,560000000,560000000,-59000000,109000000,3584000000,3024000000,2417000000,-80000000,371000000,368000000
2021-01-02,Kellogg's,K,0,263000000,205000000,749000000,1188000000,439000000,439000000,-85000000,55000000,3464000000,3025000000,2276000000,-176000000,208000000,205000000
2020-09-26,Kellogg's,K,0,417000000,348000000,790000000,1201000000,411000000,411000000,-63000000,65000000,3429000000,3018000000,2228000000,6000000,352000000,348000000
2020-06-27,Kellogg's,K,0,463000000,351000000,669000000,1207000000,538000000,538000000,-69000000,109000000,3465000000,2927000000,2258000000,-75000000,354000000,351000000
2021-06-30,KeyCorp,KEY,0,913000000,729000000,907000000,1989000000,0,927000000,0,189000000,1989000000,1062000000,0,-14000000,724000000,703000000
2021-03-31,KeyCorp,KEY,0,765000000,622000000,908000000,1836000000,0,780000000,0,147000000,1836000000,1056000000,0,-16000000,618000000,595000000
2020-12-31,KeyCorp,KEY,0,689000000,582000000,913000000,1817000000,0,743000000,0,114000000,1817000000,1074000000,0,-54000000,575000000,556000000
2020-09-30,KeyCorp,KEY,0,484000000,428000000,852000000,1521000000,0,504000000,0,60000000,1521000000,1017000000,0,-20000000,424000000,401000000
2021-04-30,"Keysight Technologies",KEYS,209000000,208000000,186000000,308000000,737000000,224000000,224000000,-19000000,22000000,1221000000,997000000,484000000,-16000000,186000000,186000000
2021-01-31,"Keysight Technologies",KEYS,199000000,195000000,172000000,294000000,707000000,219000000,219000000,-20000000,23000000,1180000000,961000000,473000000,-24000000,172000000,172000000
2020-10-31,"Keysight Technologies",KEYS,193000000,266000000,217000000,287000000,756000000,278000000,278000000,-19000000,49000000,1220000000,942000000,464000000,-12000000,217000000,217000000
2020-07-31,"Keysight Technologies",KEYS,169000000,185000000,176000000,241000000,606000000,200000000,200000000,-20000000,9000000,1011000000,811000000,405000000,-15000000,176000000,176000000
2021-03-31,Kimberly-Clark,KMB,0,741000000,584000000,806000000,1614000000,813000000,813000000,-63000000,147000000,4743000000,3930000000,3129000000,-72000000,594000000,584000000
2020-12-31,Kimberly-Clark,KMB,0,712000000,539000000,960000000,1710000000,815000000,815000000,-64000000,166000000,4836000000,4021000000,3126000000,-103000000,546000000,539000000
2020-09-30,Kimberly-Clark,KMB,0,597000000,472000000,885000000,1697000000,783000000,783000000,-62000000,114000000,4683000000,3900000000,2986000000,-186000000,483000000,472000000
2020-06-30,Kimberly-Clark,KMB,0,891000000,681000000,817000000,1837000000,1000000000,1000000000,-65000000,199000000,4612000000,3612000000,2775000000,-109000000,692000000,681000000
2021-06-30,"Kimco Realty",KIM,0,118393000,116697000,24754000,199532000,102205000,102205000,-46812000,1275000,289016000,186811000,89484000,16188000,117118000,109671000
2021-03-31,"Kimco Realty",KIM,0,142733000,137942000,24478000,193817000,94463000,94463000,-47716000,1308000,282308000,187845000,88491000,48270000,141425000,130796000
2020-12-31,"Kimco Realty",KIM,0,202295000,201234000,12201000,177826000,91330000,91330000,-45887000,496000,269441000,178111000,91615000,110965000,201799000,195952000
2020-09-30,"Kimco Realty",KIM,0,-37041000,-38394000,28795000,173778000,73279000,73279000,-46942000,388000,259792000,186513000,86014000,-110320000,-37429000,-44999000
2021-03-31,"Kinder Morgan",KMI,0,1776000000,1409000000,156000000,2688000000,1882000000,1882000000,-377000000,351000000,5211000000,3329000000,2523000000,-106000000,1425000000,1402000000
2020-12-31,"Kinder Morgan",KMI,0,800000000,607000000,187000000,1723000000,925000000,925000000,-381000000,177000000,3115000000,2190000000,1392000000,-125000000,623000000,603000000
2020-09-30,"Kinder Morgan",KMI,0,612000000,455000000,153000000,1621000000,830000000,830000000,-383000000,140000000,2919000000,2089000000,1298000000,-218000000,472000000,452000000
2020-06-30,"Kinder Morgan",KMI,0,-520000000,-637000000,155000000,1513000000,723000000,723000000,-395000000,104000000,2560000000,1837000000,1047000000,-1243000000,-624000000,-640000000
2021-06-30,"KLA Corporation",KLAC,241428000,708843000,632978000,193861000,1153230000,717941000,717941000,-39970000,75785000,1925471000,1207530000,772241000,-9098000,633058000,632978000
2021-03-31,"KLA Corporation",KLAC,238957000,640403000,567496000,183040000,1094144000,672147000,672147000,-39092000,73233000,1803773000,1131626000,709629000,-31744000,567170000,567496000
2020-12-31,"KLA Corporation",KLAC,229064000,527402000,457251000,181909000,981137000,570164000,570164000,-38880000,70419000,1650870000,1080706000,669733000,-42762000,456983000,457251000
2020-09-30,"KLA Corporation",KLAC,219038000,483806000,420567000,172631000,918058000,526389000,526389000,-39386000,63664000,1538620000,1012231000,620562000,-42583000,420142000,420567000
2021-06-26,"Kraft Heinz",KHC,0,645000000,-27000000,866000000,2292000000,1426000000,1426000000,-613000000,670000000,6615000000,5189000000,4323000000,-781000000,-25000000,-27000000
2021-03-27,"Kraft Heinz",KHC,0,704000000,563000000,815000000,2204000000,1389000000,1389000000,-415000000,136000000,6394000000,5005000000,4190000000,-685000000,568000000,563000000
2020-12-26,"Kraft Heinz",KHC,119000000,1286000000,1032000000,622000000,2521000000,1780000000,1780000000,-328000000,252000000,6939000000,5159000000,4418000000,-494000000,1034000000,1032000000
2020-09-26,"Kraft Heinz",KHC,119000000,906000000,597000000,839000000,2341000000,1502000000,1502000000,-314000000,308000000,6441000000,4939000000,4100000000,-596000000,598000000,597000000
2021-07-02,"L3Harris Technologies",LHX,0,582000000,413000000,757000000,1417000000,660000000,660000000,-65000000,169000000,4668000000,4008000000,3251000000,-78000000,413000000,413000000
2021-04-02,"L3Harris Technologies",LHX,0,527000000,468000000,669000000,1354000000,685000000,685000000,-69000000,60000000,4567000000,3882000000,3213000000,-158000000,467000000,468000000
2021-01-01,"L3Harris Technologies",LHX,0,247000000,193000000,713000000,1399000000,686000000,686000000,-68000000,63000000,4660000000,3974000000,3261000000,-439000000,184000000,193000000
2020-10-02,"L3Harris Technologies",LHX,0,518000000,426000000,691000000,1311000000,620000000,620000000,-66000000,87000000,4463000000,3843000000,3152000000,-102000000,431000000,426000000
2021-03-31,LabCorp,LH,0,1021800000,769600000,418300000,1599000000,1117800000,1117800000,-48500000,251700000,4161500000,3043700000,2562500000,-96000000,770100000,769600000
2020-12-31,LabCorp,LH,0,1242700000,938300000,495500000,1961400000,1402600000,1402600000,-48300000,304100000,4489800000,3087200000,2528400000,-159900000,938600000,938300000
2020-09-30,LabCorp,LH,0,947100000,703400000,413200000,1559400000,1084000000,1084000000,-51400000,243400000,3896100000,2812100000,2336700000,-136900000,703700000,703400000
2020-06-30,LabCorp,LH,0,297000000,231600000,383700000,760500000,316700000,316700000,-52700000,65400000,2768800000,2452100000,2008300000,-19700000,231600000,231600000
2021-06-27,"Lam Research",LRCX,381749000,1308761000,1144657000,217525000,1915201000,1315927000,1315927000,-51695000,164104000,4145179000,2829252000,2229978000,-7166000,1144657000,1144657000
2021-03-28,"Lam Research",LRCX,381120000,1159988000,1071121000,203703000,1780131000,1195308000,1195308000,-52236000,88867000,3847654000,2652346000,2067523000,-35320000,1071121000,1071121000
2020-12-27,"Lam Research",LRCX,375172000,979783000,869229000,218899000,1603795000,1009724000,1009724000,-52551000,110554000,3456237000,2446513000,1852442000,-29941000,869229000,869229000
2020-09-27,"Lam Research",LRCX,355367000,922272000,823451000,189748000,1506179000,961064000,961064000,-52115000,98821000,3177080000,2216016000,1670901000,-38792000,823451000,823451000
2021-05-30,"Lamb Weston",LW,12900000,79800000,65500000,85500000,198000000,99600000,99600000,-28700000,14300000,1007500000,907900000,809500000,-19800000,65500000,65500000
2021-02-28,"Lamb Weston",LW,12900000,82400000,66100000,95100000,196700000,101600000,101600000,-29300000,16300000,895800000,794200000,699100000,-19200000,66100000,66100000
2020-11-29,"Lamb Weston",LW,12900000,128800000,96900000,78900000,223500000,144600000,144600000,-30000000,31900000,896100000,751500000,672600000,-15800000,96900000,96900000
2020-08-30,"Lamb Weston",LW,12900000,117300000,89300000,74100000,229800000,155700000,155700000,-30300000,28000000,871500000,715800000,641700000,-38400000,89300000,89300000
2021-03-31,"Las Vegas Sands",LVS,0,-266000000,-278000000,297000000,468000000,-93000000,-93000000,-154000000,14000000,1196000000,1289000000,728000000,-173000000,-280000000,-278000000
2020-12-31,"Las Vegas Sands",LVS,0,-368000000,-299000000,286000000,1258000000,-199000000,-199000000,-150000000,8000000,1146000000,1345000000,-112000000,-169000000,-376000000,-299000000
2020-09-30,"Las Vegas Sands",LVS,0,-748000000,-565000000,313000000,83000000,-552000000,-552000000,-137000000,-17000000,586000000,1138000000,503000000,-196000000,-731000000,-565000000
2020-06-30,"Las Vegas Sands",LVS,0,-1039000000,-820000000,337000000,-274000000,-917000000,-917000000,-118000000,-54000000,98000000,1015000000,372000000,-122000000,-985000000,-820000000
2021-03-31,"Leggett & Platt",LEG,0,109300000,87500000,106000000,247500000,125700000,125700000,-19300000,21800000,1150900000,1025200000,903400000,-16400000,87500000,87500000
2020-12-31,"Leggett & Platt",LEG,0,130900000,103200000,103200000,258100000,138600000,138600000,-19500000,27700000,1182000000,1043400000,923900000,-7700000,103200000,103200000
2020-09-30,"Leggett & Platt",LEG,0,126900000,104800000,105300000,267400000,145900000,145900000,-20900000,22000000,1207600000,1061700000,940200000,-19000000,104900000,104800000
2020-06-30,"Leggett & Platt",LEG,0,2400000,-6100000,97100000,146300000,32900000,32900000,-21400000,8500000,845100000,812200000,698800000,-30500000,-6100000,-6100000
2021-07-02,Leidos,LDOS,0,223000000,169000000,224000000,498000000,275000000,275000000,-46000000,53000000,3448000000,3173000000,2950000000,-52000000,170000000,169000000
2021-04-02,Leidos,LDOS,0,262000000,205000000,159000000,467000000,308000000,308000000,-45000000,57000000,3315000000,3007000000,2848000000,-46000000,205000000,205000000
2021-01-01,Leidos,LDOS,0,245000000,197000000,187000000,491000000,302000000,302000000,-49000000,48000000,3252000000,2950000000,2761000000,-57000000,197000000,197000000
2020-10-02,Leidos,LDOS,0,214000000,163000000,200000000,468000000,266000000,266000000,-44000000,51000000,3242000000,2976000000,2774000000,-52000000,163000000,163000000
2021-05-31,Lennar,LEN,0,1096885000,831363000,545881000,1703804000,1035991000,1035991000,0,260113000,6430245000,5394254000,4726441000,60894000,836772000,820279000
2021-02-28,Lennar,LEN,0,1327014000,1001369000,520767000,1384255000,876463000,876463000,0,310105000,5325468000,4449005000,3941213000,450551000,1016909000,989115000
2020-11-30,Lennar,LEN,0,1164646000,882760000,570522000,1717361000,1156899000,1156899000,-22401000,273737000,6825890000,5668991000,5108529000,7747000,890909000,872818000
2020-08-31,Lennar,LEN,0,859013000,666418000,528610000,1410208000,869165000,869165000,-22401000,189690000,5870254000,5001089000,4460046000,-10152000,669323000,658620000
2021-06-30,"Lincoln National",LNC,0,772000000,642000000,0,858000000,858000000,858000000,-65000000,130000000,4851000000,3993000000,3993000000,-86000000,642000000,642000000
2021-03-31,"Lincoln National",LNC,0,262000000,225000000,0,340000000,340000000,340000000,-65000000,37000000,4534000000,4194000000,4194000000,-78000000,225000000,225000000
2021-06-30,Linde,LIN,34000000,1210000000,841000000,773000000,3390000000,1392000000,1392000000,-18000000,334000000,7584000000,6192000000,4194000000,-182000000,876000000,841000000
2021-03-31,Linde,LIN,35000000,1285000000,980000000,738000000,3189000000,1250000000,1250000000,-18000000,268000000,7243000000,5993000000,4054000000,35000000,1017000000,980000000
2020-12-31,Linde,LIN,38000000,1056000000,770000000,756000000,3186000000,1206000000,1206000000,-156000000,253000000,7272000000,6066000000,4086000000,-150000000,803000000,770000000
2020-09-30,Linde,LIN,36000000,995000000,700000000,729000000,3020000000,1055000000,1055000000,-38000000,265000000,6855000000,5800000000,3835000000,-60000000,730000000,700000000
2021-06-30,"Live Nation Entertainment",LYV,0,-208175000,-195665000,356492000,332826000,-127313000,-127313000,-68909000,2285000,575946000,703259000,243120000,-80862000,-210460000,-194714000
2021-03-31,"Live Nation Entertainment",LYV,0,-316333000,-307193000,350801000,156643000,-303034000,-303034000,-70830000,6389000,290609000,593643000,133966000,-13299000,-322722000,-308109000
2020-12-31,"Live Nation Entertainment",LYV,0,-443284000,-443332000,326725000,34109000,-404490000,-404490000,-64051000,20542000,237383000,641873000,203274000,-38794000,-463826000,-436197000
2020-09-30,"Live Nation Entertainment",LYV,0,-559362000,-528902000,437564000,53269000,-504233000,-504233000,-66093000,-16904000,184018000,688251000,130749000,-55129000,-542458000,-521912000
2021-03-31,"LKQ Corporation",LKQ,0,359301000,265913000,857921000,1293551000,369829000,369829000,-24718000,92969000,3170786000,2800957000,1877235000,-10528000,266332000,265913000
